SENSORIMOTOR_SOURCE_DOMAIN,TYPE,IMAGE_SCHEMA_ANNOTATION,SOURCE_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",TARGET_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",CONCEPTUAL_METAPHOR,Language,LinguisticExamples,[SOURCE],TAKEN FROM,COMMENT ,
 IN-OUT ,SPATIAL_PRIMITIVE,CONTAINMENT,Handout,frame:PartInnerOuter,Assitance,framedata:Welfare,GOVERNMENT ASSISTANCE IS A HANDOUT,en,"The government shouldn't just give handouts, it needs to encourage people to get jobs instead. ",MetaNet,MetaNet,,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Journey,frame:Travel,THE PATH OF A JOURNEY IS A SURFACE,en,We covered a lot of ground.,"[Lakoff & Johnson, 1980:90-91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Journey,frame:Travel,THE PATH OF A JOURNEY IS A SURFACE,en,He’s on our trail.,"[Lakoff & Johnson, 1980:90-91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Journey,frame:Travel,THE PATH OF A JOURNEY IS A SURFACE,en,He strayed off the trail.,"[Lakoff & Johnson, 1980:90-91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Journey,frame:Travel,THE PATH OF A JOURNEY IS A SURFACE,en,We went back over the same trail.,"[Lakoff & Johnson, 1980:90-91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Argument,framedata:Argument,THE PATH OF AN ARGUMENT IS A SURFACE,en,We have already covered those points.,"[Lakoff & Johnson, 1980:91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Argument,framedata:Argument,THE PATH OF AN ARGUMENT IS A SURFACE,en,We have covered a lot of ground in our argument.,"[Lakoff & Johnson, 1980:91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Argument,framedata:Argument,THE PATH OF AN ARGUMENT IS A SURFACE,en,Let’s go back over the argument again.,"[Lakoff & Johnson, 1980:91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Argument,framedata:Argument,THE PATH OF AN ARGUMENT IS A SURFACE,en,You’re getting off the subject.,"[Lakoff & Johnson, 1980:91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Argument,framedata:Argument,THE PATH OF AN ARGUMENT IS A SURFACE,en,You’re really onto something there.,"[Lakoff & Johnson, 1980:91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Argument,framedata:Argument,THE PATH OF AN ARGUMENT IS A SURFACE,en,We’re well on our way to solving this problem.,"[Lakoff & Johnson, 1980:91]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Theories,framedata:Theory,THEORIES ARE COVERING SURFACES FOR THE FACTS,en,The theory was expanded to cover more data.,"[Lakoff et al., 1991:115]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Theories,framedata:Theory,THEORIES ARE COVERING SURFACES FOR THE FACTS,en,That theory covers a lot of territory.,"[Lakoff et al., 1991:115]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Theories,framedata:Theory,THEORIES ARE COVERING SURFACES FOR THE FACTS,en,The theory filled in gaps left in earlier accounts.,"[Lakoff et al., 1991:115]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Theories,framedata:Theory,THEORIES ARE COVERING SURFACES FOR THE FACTS,en,The theory fit the data closely.,"[Lakoff et al., 1991:115]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Theories,framedata:Theory,THEORIES ARE COVERING SURFACES FOR THE FACTS,en,The theory doesn’t fit with the facts.,"[Lakoff et al., 1991:115]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Theories,framedata:Theory,THEORIES ARE COVERING SURFACES FOR THE FACTS,en,There was a hole in theory (it fails to cover all the facts),"[Lakoff et al., 1991:115]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Theories,framedata:Theory,THEORIES ARE COVERING SURFACES FOR THE FACTS,en,The theory is closely tied to the facts.,"[Lakoff et al., 1991:115]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Appearance,frame:Appearance,EXTERNAL APPEARANCE IS A SURFACE,en,The crisis stripped away our veneer of sophistication.,"[Lakoff et al., 1991:168]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Appearance,frame:Appearance,EXTERNAL APPEARANCE IS A SURFACE,en,We donned an appearance of nonchallance.,"[Lakoff et al., 1991:168]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Appearance,frame:Appearance,EXTERNAL APPEARANCE IS A SURFACE,en,Put on a happy face.,"[Lakoff et al., 1991:168]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Darkness,framedata:Darkness,DARKNESS IS A COVERING SURFACE,en,Under cover of darkness.,"[Lakoff et al., 1991:180]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Darkness,framedata:Darkness,DARKNESS IS A COVERING SURFACE,en,He was enveloped in darkness.,"[Lakoff et al., 1991:180]",IScat ,Not in MetaNet,
SURFACE,SPATIAL_PRIMITIVE,CONTAINMENT,Surface,frame:PartInnerOuter,Darkness,framedata:Darkness,DARKNESS IS A COVERING SURFACE,en,Darkness closed in over us.,"[Lakoff et al., 1991:180]",IScat ,Not in MetaNet,
CONTAINER,SPATIAL_PRIMITIVE,CONTAINMENT,Containment,frame:PartInnerOuter,Essence,frame:BeingNecessary,ESSENTIAL IS INTERNAL,en,It's what's on the inside that counts. ,[Grady 1998],MetaNet,,
CONTAINER,SPATIAL_PRIMITIVE,CONTAINMENT,Containment,frame:PartInnerOuter,Essence,frame:BeingNecessary,ESSENTIAL IS INTERNAL,en,She only has surface charm. ,[Grady 1998],MetaNet,,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Importance,frame:Importance,IMPORTANCE IS CENTRALITY,en,Let’s strip away all the unimportant details.,"[Lakoff et al., 1991:13]",IScat ,"In MetaNet ""IMPORTANT IS CENTRAL”",
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Importance,frame:Importance,IMPORTANCE IS CENTRALITY,en,What is central here?,"[Lakoff et al., 1991:13]",IScat ,"In MetaNet ""IMPORTANT IS CENTRAL”",
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Importance,frame:Importance,IMPORTANCE IS CENTRALITY,en,That’s just a peripheral issue.,"[Lakoff et al., 1991:13]",IScat ,"In MetaNet ""IMPORTANT IS CENTRAL”",
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Importance,frame:Importance,IMPORTANCE IS CENTRALITY,en,This is the core of the matter.,"[Lakoff et al., 1991:13]",IScat ,"In MetaNet ""IMPORTANT IS CENTRAL”",
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Importance,frame:Importance,IMPORTANCE IS CENTRALITY,en,The issue is central to these negotiations. ,[Grady 1998],MetaNet,"In MetaNet ""IMPORTANT IS CENTRAL”",
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Periphery,framedata:Center_periphery,Importance,frame:Importance,UNIMPORTANT ISSUES ARE GIVEN PERIPHERAL POSITIONS,en,Put aside for a moment the fact that the man has been in prison.,[Jäkel:158-159],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Periphery,framedata:Center_periphery,Importance,frame:Importance,UNIMPORTANT ISSUES ARE GIVEN PERIPHERAL POSITIONS,en,He’s had to put away all ideas of becoming a concert pianist.,[Jäkel:158-159],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Periphery,framedata:Center_periphery,Importance,frame:Importance,UNIMPORTANT ISSUES ARE GIVEN PERIPHERAL POSITIONS,en,She put the idea to the back of her mind.,[Jäkel:158-159],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Periphery,framedata:Center_periphery,Importance,frame:Importance,UNIMPORTANT ISSUES ARE GIVEN PERIPHERAL POSITIONS,en,I had simply shelved this awkward problem.,[Jäkel:158-159],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Periphery,framedata:Center_periphery,Importance,frame:Importance,UNIMPORTANT ISSUES ARE GIVEN PERIPHERAL POSITIONS,en,These crucial issues tend to get pushed aside and forgotten.,[Jäkel:158-159],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Periphery,framedata:Center_periphery,Importance,frame:Importance,UNIMPORTANT ISSUES ARE GIVEN PERIPHERAL POSITIONS,en,She brushed the thought away.,[Jäkel:158-159],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Identity,frame:Identicality,IDENTITY IS CENTRAL,en,The animal rights movement threatens the very core of what the Public Health Service is all about.,"[Santibanez, 2002:195]",IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Identity,frame:Identicality,IDENTITY IS CENTRAL,en,"It is unlike East London, where over the last ten or twenty years the heart has been torn out of manufacturing industry in the docks and with it has gone traditional working-class organisation.","[Santibanez, 2002:195]",IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Distress,frame:EmotionDirected,DISTRESS IS BEING IN THE CENTRE,en,Love for his son has kept him goingamidst the grief.,[Verbytska 2017],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Distress,frame:EmotionDirected,DISTRESS IS BEING IN THE CENTRE,en,In the midst of the nation’s grief.,[Verbytska 2017],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Center,framedata:Center_periphery,Distress,frame:EmotionDirected,DISTRESS IS BEING IN THE CENTRE,en,"The Muslim tradition spoke to her again at a time of distress in her life, after the death of her mother.‘I was in the midst of a personal crisis, along with my mom’s death,<...>.’",[Verbytska 2017],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Interconnectedness,framedata:Physical_connection,Interrelatedness,frame:CognitiveConnection,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,en,Emigration has threatened to unravel the fabric of this small society.,[Grady 1998],IScat ,Not in MetaNet,
CENTER-PERIPHERY ,IMAGE_SCHEMA,CENTER-PERIPHERY ,Interconnectedness,framedata:Physical_connection,Interrelatedness,frame:CognitiveConnection,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,en,The chairman has managed to weave together quite a coalition,[Grady 1998],IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,His mother’s death hit him hard.,"[Lakoff & Johnson, 1980:50]",IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,That idea bowled me over.,"[Lakoff & Johnson, 1980:50]",IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,She’s a knockout.,"[Lakoff & Johnson, 1980:50]",IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,I was struck by his sincerity.,"[Lakoff & Johnson, 1980:50]",IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,That really made an impression on me.,"[Lakoff & Johnson, 1980:50]",IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,He made his mark on the world.,"[Lakoff & Johnson, 1980:50]",IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,I was touched by his remark.,"[Lakoff & Johnson, 1980:50]",IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,That blew me away.,"[Lakoff & Johnson, 1980:50]",IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Intimacy,framedata:Intimacy,EMOTIONAL INTIMACY IS ESTABLISHED BY PHYSICAL CONTACT,en,"We talk and talk, but I can’t seem to reach him.","[Lakoff et al., 1991:156]",IScat ,"In MetaNet ""EMOTIONAL INTIMACY IS PHYSICAL PROXIMITY”",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Intimacy,framedata:Intimacy,EMOTIONAL INTIMACY IS ESTABLISHED BY PHYSICAL CONTACT,en,We connect.,"[Lakoff et al., 1991:156]",IScat ,"In MetaNet ""EMOTIONAL INTIMACY IS PHYSICAL PROXIMITY”",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Intimacy,framedata:Intimacy,EMOTIONAL INTIMACY IS ESTABLISHED BY PHYSICAL CONTACT,en,He got to her.,"[Lakoff et al., 1991:156]",IScat ,"In MetaNet ""EMOTIONAL INTIMACY IS PHYSICAL PROXIMITY”",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Intimacy,framedata:Intimacy,EMOTIONAL INTIMACY IS ESTABLISHED BY PHYSICAL CONTACT,en,I think I’m making contact with him.,"[Lakoff et al., 1991:156]",IScat ,"In MetaNet ""EMOTIONAL INTIMACY IS PHYSICAL PROXIMITY”",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Intimacy,framedata:Intimacy,EMOTIONAL INTIMACY IS ESTABLISHED BY PHYSICAL CONTACT,en,I’m touched.,"[Lakoff et al., 1991:156]",IScat ,"In MetaNet ""EMOTIONAL INTIMACY IS PHYSICAL PROXIMITY”",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Intimacy,framedata:Intimacy,EMOTIONAL INTIMACY IS ESTABLISHED BY PHYSICAL CONTACT,en,He touched her with the expensive gift.,"[Lakoff et al., 1991:156]",IScat ,"In MetaNet ""EMOTIONAL INTIMACY IS PHYSICAL PROXIMITY”",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,He tickles her pink with his remarks.,[ISCAT],IScat ,"Changed from ""TYPE OF EMOTIONAL EFFECT IS (DETERMINED BY) MANNER OF CONTACT” to more general “EMOTIONAL EFFECT IS PHYSICAL CONTACT” for consistency",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,He makes my skin crawl.,[ISCAT],IScat ,"Changed from ""TYPE OF EMOTIONAL EFFECT IS (DETERMINED BY) MANNER OF CONTACT” to more general “EMOTIONAL EFFECT IS PHYSICAL CONTACT” for consistency",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,He rubs her the wrong way. (involves also People are Animals metaphor),[ISCAT],IScat ,"Changed from ""TYPE OF EMOTIONAL EFFECT IS (DETERMINED BY) MANNER OF CONTACT” to more general “EMOTIONAL EFFECT IS PHYSICAL CONTACT” for consistency",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,Her T-shirt said Handle with Care”.,[ISCAT],IScat ,"Changed from ""TYPE OF EMOTIONAL EFFECT IS (DETERMINED BY) MANNER OF CONTACT” to more general “EMOTIONAL EFFECT IS PHYSICAL CONTACT” for consistency",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,He doesn’t know how to handle her.,[ISCAT],IScat ,"Changed from ""TYPE OF EMOTIONAL EFFECT IS (DETERMINED BY) MANNER OF CONTACT” to more general “EMOTIONAL EFFECT IS PHYSICAL CONTACT” for consistency",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,He has to be handled with kid gloves,[ISCAT],IScat ,"Changed from ""TYPE OF EMOTIONAL EFFECT IS (DETERMINED BY) MANNER OF CONTACT” to more general “EMOTIONAL EFFECT IS PHYSICAL CONTACT” for consistency",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,He doesn’t feel anything so you really have to shake him.,[ISCAT],IScat ,"Changed from ""TYPE OF EMOTIONAL EFFECT IS (DETERMINED BY) MANNER OF CONTACT” to more general “EMOTIONAL EFFECT IS PHYSICAL CONTACT” for consistency",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,EMOTIONAL EFFECT IS PHYSICAL CONTACT,en,His comment hit Joe right where it hurts.,[ISCAT],IScat ,"Changed from ""TYPE OF EMOTIONAL EFFECT IS (DETERMINED BY) MANNER OF CONTACT” to more general “EMOTIONAL EFFECT IS PHYSICAL CONTACT” for consistency",
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,AVOIDING EMOTIONAL EFFECT IS AVOIDING CONTACT,en,He wraps himself in armor.,[ISCAT],IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,AVOIDING EMOTIONAL EFFECT IS AVOIDING CONTACT,en,He shields himself from any experiences.,[ISCAT],IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Emotion,frame:Emotions,AVOIDING EMOTIONAL EFFECT IS AVOIDING CONTACT,en,He won’t let anyone get near him.,[ISCAT],IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Communication,frame:Communication,COMMUNICATION IS ESTABLISHED BY PHYSICAL CONTACT,en,He’s out of touch with everyone.,[ISCAT],IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Communication,frame:Communication,COMMUNICATION IS ESTABLISHED BY PHYSICAL CONTACT,en,She’s in touch with him.,[ISCAT],IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Communication,frame:Communication,COMMUNICATION IS ESTABLISHED BY PHYSICAL CONTACT,en,I can’t reach him by telephone.,[ISCAT],IScat ,Not in MetaNet,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Contact,frame:SpatialContact,Communication,frame:Communication,COMMUNICATION IS ESTABLISHED BY PHYSICAL CONTACT,en,We’ve been out of contact for years.,[ISCAT],IScat ,Not in MetaNet,
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,en,In the weeks ahead of us …,"[Lakoff & Johnson, 1980:41]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Time,framedata:Time,PAST IS BEHIND,en,That’s all behind us now.,"[Lakoff & Johnson, 1980:41]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Time,framedata:Time,PAST IS BEHIND,en,Let’s put that in back of us.,"[Lakoff & Johnson, 1999:140]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,en,We’re looking ahead to the future.,"[Lakoff & Johnson, 1999:140]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,en,In the following weeks …,"[Lakoff & Johnson, 1980:41]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,en,In the preceding weeks …,"[Lakoff & Johnson, 1980:41]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,…wollte Jakhini die Endzeit …herbeizwingen…,"(6/86f)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,"…die der festen Überzeugung waren, die Erlösung sei nahe…","(6/271f)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,"Es [das Ende der Geschichte] wird kommen, es ist schon da.","(7/89ff) [Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,…den Wahlen entgegengesehen.,"(11/94f)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,Am kommenden Montag…,"(14/11f)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,Der Ökozid rückt zwar stündlich näher…,"(56/41f)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,…ist noch immer nicht die Zeit gekommen…,"(63/183f)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,"…erklärt, was auf mich zukommt…","(74/178)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,Es wird einmal die Zeit kommen…,"(86/113f)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,…in den kommenden Monaten…,"(167/84f)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
